TeacherNumber,TeacherAssessmentNumber,SchoolName,ClassNumber,Grade,ObservationRound,Status,Date,TeacherAssessmentQuestionKey,Q1Rating,Q2Rating,Q3Rating,Q4Rating,Q5Rating,Q6Rating,Q7Rating,Q8Rating,Q9Rating,Q10Rating,Q11Rating,Question1,Question2,Question3,Question4,Question5,Question6,Question7,Question8,Question9,Question10,Question11
Teacher-02682,Teacher Assessment-00711,32,Class-022060,3,Round 1,Treatment,13/11/18,Ghana Teacher Observation Question Key est 2018,1,2,3,3,2,2,2,2,3,2,3,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-02683,Teacher Assessment-00715,32,Class-022062,5,Round 1,Treatment,13/11/18,Ghana Teacher Observation Question Key est 2018,2,3,2,2,3,3,3,2,2,2,2,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-02684,Teacher Assessment-00713,32,Class-022063,6,Round 1,Treatment,13/11/18,Ghana Teacher Observation Question Key est 2018,2,3,3,3,3,2,3,3,3,3,3,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-02684,Teacher Assessment-00973,32,Class-022063,6,Round 2,Treatment,20/2/19,Ghana Teacher Observation Question Key est 2018,2,3,3,3,3,2,3,3,3,2,3,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-02823,Teacher Assessment-00967,32,Class-022060,3,Round 2,Treatment,19/2/19,Ghana Teacher Observation Question Key est 2018,3,3,2,3,3,3,4,3,3,2,3,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-02824,Teacher Assessment-00972,32,Class-022062,5,Round 2,Treatment,20/2/19,Ghana Teacher Observation Question Key est 2018,3,3,2,3,3,2,3,3,3,2,2,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-02501,Teacher Observation-00668,33,Class-025392,1,Round 1,Treatment,6/11/18,Ghana Teacher Observation Question Key est 2018,2,3,2,3,3,2,3,3,3,3,2,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-02502,Teacher Observation-00667,33,Class-025393,2,Round 1,Treatment,6/11/18,Ghana Teacher Observation Question Key est 2018,3,3,2,4,3,3,4,3,4,3,3,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-02508,Teacher Observation-00669,33,Class-025397,3,Round 1,Treatment,6/11/18,Ghana Teacher Observation Question Key est 2018,4,3,3,3,3,3,4,3,3,3,3,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-02509,Teacher Observation-00670,33,Class-025394,4,Round 1,Treatment,6/11/18,Ghana Teacher Observation Question Key est 2018,2,3,3,3,3,2,3,2,2,3,2,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-02514,Teacher Observation-00666,33,Class-025395,5,Round 1,Treatment,6/11/18,Ghana Teacher Observation Question Key est 2018,3,3,3,2,3,3,3,3,2,3,3,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-02660,Teacher Observation-00671,33,Class-025396,6,Round 1,Treatment,6/11/18,Ghana Teacher Observation Question Key est 2018,3,3,3,3,2,2,3,2,3,3,2,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-02453,Teacher Assessment-01094,34,Class-025400,1,Round 2,Treatment,26/2/19,Ghana Teacher Observation Question Key est 2018,3,3,2,3,3,3,3,2,3,3,3,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-02453,Teacher Assessment-00706,34,Class-025400,1,Round 1,Treatment,11/11/18,Ghana Teacher Observation Question Key est 2018,2,3,4,3,3,3,3,2,3,3,2,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-02453,Teacher Assessment-00717,34,Class-025400,1,Round 1,Treatment,21/11/18,Ghana Teacher Observation Question Key est 2018,2,3,3,2,2,2,3,3,3,2,2,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-02485,Teacher Assessment-01095,34,Class-025402,3,Round 2,Treatment,26/2/19,Ghana Teacher Observation Question Key est 2018,2,2,2,2,3,3,2,3,3,3,3,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-02485,Teacher Assessment-00707,34,Class-025402,3,Round 1,Treatment,11/11/18,Ghana Teacher Observation Question Key est 2018,3,3,3,3,3,3,3,2,2,2,2,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-02486,Teacher Assessment-01091,34,Class-025403,4,Round 2,Treatment,26/2/19,Ghana Teacher Observation Question Key est 2018,2,3,2,3,2,3,2,2,3,3,3,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-02486,Teacher Assessment-00709,34,Class-025403,4,Round 1,Treatment,11/11/18,Ghana Teacher Observation Question Key est 2018,2,3,3,3,3,2,3,3,3,3,2,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-02489,Teacher Assessment-01092,34,Class-025404,5,Round 2,Treatment,26/2/19,Ghana Teacher Observation Question Key est 2018,3,3,2,3,3,3,3,2,3,3,3,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-02489,Teacher Assessment-00708,34,Class-025404,5,Round 1,Treatment,11/11/18,Ghana Teacher Observation Question Key est 2018,3,2,3,3,3,3,3,3,3,3,3,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-02490,Teacher Assessment-01093,34,Class-025405,6,Round 2,Treatment,26/2/19,Ghana Teacher Observation Question Key est 2018,2,3,1,2,2,3,2,2,2,3,3,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-02490,Teacher Assessment-00718,34,Class-025405,6,Round 1,Treatment,21/11/18,Ghana Teacher Observation Question Key est 2018,3,3,2,4,3,3,4,3,2,2,2,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-00134,Teacher Assessment-00770,35,Class-022498,2,Round 1,Treatment,6/11/18,Ghana Teacher Observation Question Key est 2018,2,2,3,3,3,3,2,2,2,3,2,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-00134,Teacher Assessment-00961,35,Class-022498,2,Round 2,Treatment,14/2/19,Ghana Teacher Observation Question Key est 2018,3,3,3,3,3,3,3,3,3,3,3,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-00233,Teacher Assessment-00957,35,Class-022497,1,Round 2,Treatment,14/2/19,Ghana Teacher Observation Question Key est 2018,3,3,3,3,3,3,4,4,3,3,4,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-00233,Teacher Assessment-00773,35,Class-022497,1,Round 1,Treatment,6/11/18,Ghana Teacher Observation Question Key est 2018,3,3,1,2,2,3,2,2,3,2,2,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-02028,Teacher Assessment-00771,35,Class-022500,4,Round 1,Treatment,6/11/18,Ghana Teacher Observation Question Key est 2018,2,3,3,2,2,2,2,2,2,2,3,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-02028,Teacher Assessment-00949,35,Class-022500,4,Round 2,Treatment,14/2/19,Ghana Teacher Observation Question Key est 2018,3,3,3,3,3,3,3,3,3,3,2,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-02388,Teacher Assessment-00772,35,Class-022502,6,Round 1,Treatment,7/11/18,Ghana Teacher Observation Question Key est 2018,3,3,2,3,3,3,2,2,2,3,3,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-02388,Teacher Assessment-00962,35,Class-022502,6,Round 2,Treatment,14/2/19,Ghana Teacher Observation Question Key est 2018,3,3,3,3,2,3,3,3,3,3,3,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-02662,Teacher Assessment-00790,36,Class-022203,1,Round 1,Control,22/11/18,Ghana Teacher Observation Question Key est 2018,4,2,2,3,3,4,3,2,3,2,2,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-02663,Teacher Assessment-00759,36,Class-021741,1,Round 1,Control,21/11/18,Ghana Teacher Observation Question Key est 2018,3,3,2,3,2,1,2,2,2,3,2,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
